"metacell","cell_type","age"
384,"Epiblast",4.75
385,"Epiblast",4.83333333333333
386,"Epiblast",4.60714285714286
387,"Epiblast",4.71875
388,"Epiblast",5.17647058823529
389,"Epiblast",5.2258064516129
390,"Epiblast",4.85294117647059
391,"Epiblast",5
392,"Epiblast",4.75862068965517
393,"Epiblast",4.84615384615385
394,"Epiblast",4.76666666666667
395,"Epiblast",4.90909090909091
396,"Epiblast",4.75757575757576
397,"Epiblast",4.25
398,"ExE endoderm",4.92647058823529
399,"ExE endoderm",5.83636363636364
400,"ExE endoderm",4.18840579710145
401,"ExE endoderm",4.36170212765957
402,"ExE endoderm",4.94047619047619
403,"Ambiguous",2.58823529411765
404,"Parietal endoderm",3.01388888888889
405,"ExE endoderm",3.17391304347826
406,"ExE endoderm",4.07692307692308
407,"ExE endoderm",3.31707317073171
408,"Nascent mesoderm",6.87128712871287
409,"Nascent mesoderm",7
410,"Ambiguous",6.8135593220339
411,"Primitive Streak",6.67901234567901
412,"Nascent mesoderm",6.925
413,"Primitive Streak",6.83333333333333
414,"Primitive Streak",6.10526315789474
415,"Ambiguous",5.49137931034483
416,"Epiblast",4.94594594594595
417,"Sox1+",5.01818181818182
418,"Ambiguous",5.20408163265306
419,"Endothelium",5.88392857142857
